abolish,abschaffen,abolir,abolir,abolir,تلغي
abortion,Abtreibung,avortement,aborto,aborto,إجهاض
absence,Abwesenheit,absence,ausencia,ausência,غياب
absent,abwesend,absent,ausente,ausente,غائب
absurd,absurd,absurde,absurdo,absurdo,سخيف
abuse,missbrauchen,abus,abuso,abuso,تعاطي
academy,Akademie,académie,academia,academia,الأكاديمية
accelerate,beschleunigen,accélérer,acelerar,acelerar,تسريع
acceptance,Akzeptanz,acceptation,aceptación,aceitação,قبول
accessible,zugänglich,accessible,accesible,acessível,يمكن الوصول
accomplishment,Vollendung,accomplissement,logro,realização,إنجاز
accordingly,entsprechend,en conséquence,respectivamente,adequadamente,وفقاً لذلك
accountability,Rechenschaftspflicht,responsabilité,responsabilidad,responsabilidade,مسئولية
accountable,rechenschaftspflichtig,redevable,responsable,responsável,مسؤول
accumulate,akkumulieren,accumuler,acumular,acumular,جمع
accumulation,Anhäufung,accumulation,acumulación,acumulação,تراكم
accusation,Anschuldigung,accusation,acusación,acusação,الاتهام
accused,angeklagt,accusé,acusado,acusado,المتهم
acid,sauer,acide,ácido,ácido,حامض
acquisition,Erwerb,acquisition,adquisición,aquisição,استحواذ
activation,Aktivierung,activation,activación,ativação,التنشيط
activist,Aktivist,activiste,activista,ativista,ناشط
acute,akut,aiguë,agudo,agudo,بَصِير
adaptation,Anpassung,adaptation,adaptación,adaptação,التكيف
adhere,anhaftend,adhérer,adherirse,aderir,يتمسك
adjacent,angrenzend,adjacent,adyacente,adjacente,متاخم
adjustment,Anpassung,ajustement,ajustamiento,ajustamento,تعديل
administer,verwalten,administrer,administrar,administrador,إدارة
administrative,administrativ,administratif,administrativo,administrativo,إداري
administrator,Verwalter,administrateur,administrador,administrador,مدير
admission,Aufnahme,admission,admisión,admissão,سماح بالدخول
adolescent,Jugendlicher,adolescent,adolescente,adolescente,مراهق
adoption,Adoption,adoption,adopción,adoção,تبني
adverse,nachteilig,défavorable,adverso,desfavoraveis,سلبي
advocate,Befürworter,défenseur,defensor,advogado,المؤيد
aesthetic,Ästhetik,esthétique,estético,estético,جمالي
affection,Zuneigung,affection,cariño,afeição,تاثير
aftermath,Nachwirkungen,séquelles,secuelas,resultado,ما بعد الكارثة
aggression,Aggression,agression,agresión,agressão,عدوان
agricultural,Landwirtschaft,agricole,agrícola,agrícola,زراعي
aide,Hilfe,aide,ayudante,ajudante,مساعد
alert,aufmerksam,alerte,alerta,alerta,إنذار
alien,Außerirdischer,étranger,extraterrestre,estrangeiro,كائن فضائي
align,ausrichten,aligner,alinear,alinhar,محاذاة
alignment,Ausrichtung,alignement,alineación,alinhamento,محاذاة
alike,gleich,similaire,similar,parecido,على حد سواء
allegation,Behauptung,allégation,alegación,alegação,ادعاء
allege,behaupten,alléguer,alegar,alegar,زعم
allegedly,angeblich,prétendument,presuntamente,alegadamente,يزعم
alliance,Allianz,alliance,alianza,aliança,تحالف
allocate,zuordnen,allouer,asignar,distribuir,تخصيص
allocation,Zuweisung,allocation,asignación,alocação,توزيع
allowance,Vergütung,allocation,tolerancia,mesada,مخصص
ally,verbünden,allié,aliado,aliado,حليف
aluminum,Aluminium,aluminium,aluminio,alumínio,الألومنيوم
amateur,Amateur,amateur,aficionado,amador,هواة
ambassador,Botschafter,ambassadeur,embajador,embaixador,سفير
amend,ändern,amender,enmendar,alterar,يعدل
amendment,Änderung,amendement,enmienda,alteração,تعديل
amid,inmitten von,entre,entre,Entre,وسط
analogy,Analogie,analogie,analogía,analogia,تشبيه
anchor,Anker,ancrer,ancla,âncora,مذيع الأخبار
angel,Engel,ange,ángel,anjo,ملاك
anonymous,anonyme,anonyme,anónimo,anônimo,مجهول
apparatus,Gerät,appareil,aparato,aparelho,جهاز
apparel,bekleidung,vêtement,vestir,vestuário,ثياب
appealing,ansprechend,appétissant,atractivo,atraente,جذابة
appetite,appetitlich,appétit,apetito,apetite,شهية
applaud,applaudieren,applaudir,aplaudir,aplaudir,صفق
applicable,anwendbar,applicable,aplicable,aplicável,المعمول بها
appoint,ernennen,nommer,nombrar,nomear,يعين
appreciation,Wertschätzung,appréciation,apreciación,apreciação,تقدير
arbitrary,willkürlich,arbitraire,arbitrario,arbitrário,افتراضى
architectural,architektonisch,architectural,arquitectónico,arquitetônico,المعماري
archive,archivieren,archive,archivo,arquivo,أرشيف
arena,arena,arène,arena,arena,الساحة
arm,Arm,bras,brazo,braço,ذراع
array,Array,réseau,formación,variedade,مجموعة مصفوفة
articulate,artikulieren,articuler,articular,articular,يتكلم بوضوح
ash,Asche,cendre,ceniza,cinza,رماد
aspiration,Streben,aspiration,aspiración,aspiração,طموح
aspire,anstreben,aspirer,aspirar,aspirar,أطمح
assassination,Attentat,assassinat,asesinato,assassinato,اغتيال
assault,angreifen,assaut,agresión,assalto,الاعتداءات
assemble,versammeln,assembler,armar,montar,جمعيه
assembly,Versammlung,assemblage,asamblea,conjunto,المجسم
assert,behaupten,affirmer,afirmar,afirmar,يجزم
assertion,Behauptung,affirmation,afirmación,afirmação,تأكيد
assurance,Versicherung,assurance,garantía,garantia,توكيد
asylum,Asyl,asile,asilo,asilo,اللجوء
atrocity,Gräueltat,atrocité,atrocidad,atrocidade,فظاعة
attain,erlangen,atteindre,al menos,pelo menos,على الأقل
attendance,Anwesenheit,présence,asistencia,comparecimento,الحضور
attribute,zuschreiben,attribut,atributo,atributo,ينسب
auction,Auktion,vente aux enchères,subasta,leilão,مزاد علني
audit,Prüfung,audit,auditoría,auditoria,تدقيق
authentic,authentisch,authentique,auténtico,autêntico,أصلي
authorize,autorisieren,autoriser,autorizar,autorizar,يأذن
auto,Auto,auto,auto,auto,تلقاءي
autonomy,Autonomie,autonomie,autonomía,autonomia,استقلال
autumn,Herbst,automne,otoño,outono,خريف
availability,Verfügbarkeit,disponibilité,disponibilidad,disponibilidade,التوفر
await,erwarten,attendre,esperar,aguardam,انتظر
backdrop,Kulisse,toile de fond,fondo,pano de fundo,خلفية
backing,Rückendeckung,backing,apoyo,apoio,دعم
backup,Sicherung,sauvegarde,respaldo,cópia de segurança,دعم
bail,Kaution,caution,fianza,fiança,الكفالة
ballot,Stimmzettel,vote,votación,cédula,الاقتراع
bankruptcy,Bankrott,faillite,bancarrota,falência,إفلاس
banner,Werbebanner,bannière,bandera,bandeira,لافتة
bare,bloß,nu,sólo,apenas,فقط
barrel,Fass,baril,barril,barril,برميل
bass,Bass,basse,bajo,graves,صوت عميق
bat,Fledermaus,chauve-souris,una,1,واحد
battlefield,Schlachtfeld,champ de bataille,campo de batalla,campo de batalha,ساحة المعركة
bay,Bucht,baie,bahía,baía,شراء
beam,Strahl,faisceau,haz,feixe,الحزم
beast,Biest,bête,bestia,fera,وحش
behalf,Auftrag,nom,beneficio,lado,باسمى او لاجلى
behavioral,Verhaltens-,comportemental,conductual,comportamental,سلوكي
beloved,geliebt,bien-aimé,amado,amado,محبوب
bench,Bank,banc,mesa de trabajo,banco de sentar,مقاعد البدلاء
benchmark,Maßstäbe,repère,punto de referencia,referência,المعيار
beneath,unter,sous,debajo,abaixo,أسفل
beneficiary,Nutznießer,bénéficiaire,beneficiario,beneficiário,المستفيد
betray,verraten,trahir,traicionar,trair,يخون
beverage,Getränk,boisson,bebida,bebida,مشروب
bind,binden,lier,unir,ligar,ربط
biography,Biographie,biographie,biografía,biografia,سيرة شخصية
bishop,bischof,évêque,obispo,bispo,أسقف
bizarre,bizarr,bizarre,extraño,bizarro,غريب
blade,Klinge,lame,espada,lâmina,شفرة
blast,sprengen,blast,explosión,explosão,انفجار
bleed,bluten,saignement,sangrar,sangrar,ينزف
blend,mischen,mélange,mezclar,mistura,يمزج
bless,segnen,blesser,bendecir,abençoar,يبارك
blessing,segnen,bénir,bendición,bênção,بركة
boast,rühmen,boast,presumir,vangloriar-se,تباهى
bonus,Bonus,bonus,prima,bônus,علاوة
booking,Buchen,booking,reserva,reserva,الحجز
boom,boomen,boom,auge,estrondo,فقاعة
bounce,Aufschwung,rebondir,bote,quicar,وثب، ارتداد
boundary,Grenze,limite,Perímetro,fronteira,الحدود
bow,Bogen,arc,arco,arco,ينحني
breach,Verletzung,rupture,incumplimiento,violação,يخرق
breakdown,Durchbruch,rupture,desglose,demolir,انفصال
breakthrough,Durchbruch,percée,descubrimiento,avanço,اختراق
breed,züchten,race,raza,raça,تربية
broadband,breitband,large bande,banda ancha,banda larga,موجة عريضة
browser,Browser,navigateur,navegador,navegador,المتصفح
brutal,brutal,brutal,brutal,brutal,قاسِي
buddy,Kumpel,copain,amigo,camarada,صاحب
buffer,Puffer,tampon,buffer,amortecedor,متعادل
bulk,Masse,vrac,a granel,volume,حجم
burden,Belastung,charge,carga,fardo,حرج
bureaucracy,Bürokratie,bureaucratie,burocracia,burocracia,البيروقراطية
burial,Beerdigung,enterrement,entierro,enterro,دفن
burst,platzen,éclatement,ráfaga,explodido,انفجار
cabinet,Kabinett,cabinet,gabinete,gabinete,خزانة
calculation,Berechnung,calcul,cálculo,Cálculo,عملية حسابية
canvas,Leinwand,toile,lienzo,tela,اللوحة القماشية
capability,fähigkeit,capacité,capacidad,capacidade,الإمكانية
capitalism,Kapitalismus,capitalisme,capitalismo,capitalismo,الرأسمالية
capitalist,kapitalistisch,capitaliste,capitalista,capitalista,رأسمالي
cargo,Fracht,cargaison,cargo,cargo,البضائع
carriage,Wagen,cargaison,carro,transporte,عربه قطار
carve,schnitzen,sculpter,esculpir,esculpir,نحت
casino,Kasino,casino,casino,cassino,كازينو
casualty,Unfall,accidenté,víctima,acidente,ضحية
catalog,Katalog,catalogue,catalogar,catálogo,فهرس
cater,verpflegen,traiteur,abastecer,atender,زود الطعام
cattle,Vieh,bétail,ganado,gado,ماشية
caution,Vorsicht,prudence,precaución,cuidado,حذر
cautious,zurückhaltend,prudence,precavido,cauteloso,الحذر
cease,aufhören,cesser,cesar,cessar,انقطع
cemetery,Friedhof,cimetière,cementerio,cemitério,مقبرة
chamber,Kammer,chambre,cámara,câmara,غرفة
chaos,Chaos,chaos,caos,caos,فوضى
characterize,charakterisieren,caractériser,caracterizar,caracterizar,تميز
charm,Charme,charme,encanto,charme,سحر
charter,Satzung,charte,carta,fretamento,الميثاق
choir,Chor,chorale,coro,coro,الكورال
chronic,chronisch,chronique,crónico,crônica,مزمن
chunk,Stückchen,chunk,pedazo,pedaço,قطعة
circulate,zirkulieren,circuler,circular,circular,تعميم
circulation,Auflage,circulation,circulación,circulação,الدوران
citizenship,Staatsbürgerschaft,citoyenneté,ciudadanía,cidadania,المواطنة
civic,staatsbürgerlich,civique,cívico,cívico,مدني
civilian,zivil,civil,civil,civil,مدني
clarity,Klarheit,clarté,claridad,clareza,وضوح
clash,Zusammenstoß,conflit,choque,choque,اشتباك
classification,Einstufung,classification,clasificación,classificação,تصنيف
cling,klammern,clivage,adherirse,agarrar,تشبث
clinical,klinisch,clinique,clínico,clínico,مرضي
closure,Verschluss,fermeture,cierre,fecho,إنهاء
cluster,cluster,cluster,grupo,conjunto,تَجَمَّع
coalition,Koalition,coalition,coalición,aliança,الائتلاف
coastal,küste,côte,costero,costeiro,ساحلي
cocktail,cocktail,cocktail,cóctel,coquetel,كوكتيل
cognitive,kognitiv,cognitif,cognitivo,cognitivo,الإدراكي
coincide,übereinstimmen,correspondre,coincide,coincidir,تزامن
collaborate,zusammenarbeiten,collaborer,colaborar,colaborar,يتعاون
collaboration,zusammenarbeiten,collaboration,colaboración,colaboração,تعاون
collective,kollektiv,collectif,colectivo,coletivo,جماعي
collision,Kollision,collision,colisión,colisão,تصادم
colonial,kolonial,colonial,colonial,colonial,استعماري
columnist,Kolumnist,chroniqueur,columnista,colunista,كاتب العمود
combat,Kampf,combat,combate,combate,قتال
commence,beginnen,commencer,comenzar,começar,تبدأ
commentary,Kommentar,commentaire,comentario,comentário,تعليق
commentator,Kommentator,commentateur,comentarista,comentarista,المعلق
commerce,Handel,commerce,comercio,comércio,تجارة
commissioner,Kommissar,commissaire,notario,comissário,مفوض
commodity,Ware,marchandise,producto,mercadoria,سلعة
communist,kommunistisch,communiste,comunista,comunista,شيوعي
companion,Begleiter,compagnon,compañero,companheiro,رفيق
comparable,vergleichbar,comparable,comparable,comparável,قابلة للمقارنة
compassion,Mitgefühl,compassion,compasión,compaixão,تعاطف
compel,zwingen,contraindre,obligar,obrigar,تجبر
compelling,zwingen,contraignant,convincente,atraente,قهري
compensate,kompensieren,compenser,compensar,compensar,يكافئ
compensation,kompensieren,compensation,compensación,compensação,تعويضات
competence,Kompetenz,compétence,competencia,competência,كفاءه
competent,kompetent,compétent,competente,competente,كفؤ
compile,kompilieren,compiler,compilar,compilar,تجميع
complement,ergänzen,compléter,complementar,complemento,مديح
complexity,Komplexität,complexité,complejidad,complexidade,تعقيد
compliance,Einhaltung,conformité,cumplimiento,observância,امتثال
complication,Komplikation,complication,complicación,complicação,تعقيد
comply,entsprechen,se conformer,cumplir,cumprir,الامتثال
composition,Zusammensetzung,composition,composición,composição,تكوين
compromise,Kompromiss,compromis,compromiso,compromisso,مرونة
compute,Berechnen,calculer,calcular,calcular,إحصاء - عد
conceal,verbergen,dissimuler,encubrir,esconder,إخفاء
concede,zugestehen,concéder,concede,conceder,تتنازل
conceive,begreifen,concevoir,concebir,conceber,تحديد
conception,konzipieren,conception,concepción,concepção,تصور
concession,Zugeständnis,concession,concesión,concessão,تنازل
condemn,Verurteilen,condamner,condenar,condenar,ادانة
confer,konferieren,conférer,conferir,conferir,تشاور
confession,Geständnis,aveu,confesión,confissão,اعتراف
configuration,Gestaltung,configuration,configuración,configuração,ترتيب
confine,einschränken,confiner,confinar,limitar,حجز
confirmation,Bestätigung,confirmation,confirmación,confirmação,التأكيد
confront,konfrontieren,confronter,confrontar,enfrentar,مواجهة
confrontation,Konfrontation,confrontation,confrontación,confronto,مواجهة
congratulate,gratulieren,féliciter,felicitar,felicitar,تهنئة
congregation,Versammlung,congrégation,congregación,congregação,مجمع
congressional,Kongress,congrès,del congreso,congressional,الكونغرس
conquer,erobern,conquérir,conquistar,conquistar,يسيطر
conscience,Gewissen,conscience,conciencia,consciência,الضمير
consciousness,Bewusstsein,conscience,conciencia,consciência,وعي - إدراك
consecutive,konsekutiv,consécutif,consecutivo,consecutivo,على التوالي
consensus,Konsens,consensus,consenso,consenso,إجماع
consent,zustimmen,consentement,consentir,consentimento,موافقة
conserve,konservieren,conserver,conservar,conservar,حفظ
consistency,Konsistenz,cohérence,consistencia,consistência,التناسق
consolidate,konsolidieren,consolider,consolidar,consolidar,توطيد
constitute,konstituieren,constituer,constituir,constituir,تشكل
constitution,Verfassung,constitution,constitución,constituição,دستور
constitutional,konstitutionell,constitutionnel,constitucional,constitucional,دستوري
constraint,einschränken,contrainte,restricción,restrição,قيد
consultation,Anhörung,consultation,consulta,consulta,التشاور
contemplate,in Betracht ziehen,contempler,contemplar,contemplar,تفكر
contempt,Verachtung,mépris,desprecio,desprezo,ازدراء
contend,anfechten,contender,contender,competir,يناقش
contender,anfechten,contender,contendiente,contendor,المنافس
content,Inhalt,contenu,contenido,contente,المحتوى
contention,Anfechtung,contestation,contención,contenção,خلاف
continually,ständig,continuellement,continuamente,continuamente,باستمرار
contractor,Auftragnehmer,contractant,contratista,contratante,مقاول
contradiction,Widerspruch,contradiction,contradicción,contradição,تناقض
contrary,konträr,contraire,contrario,contrário,العكس
contributor,Mitwirkende,contributeur,contribuyente,contribuinte,مساهم
conversion,Umwandlung,conversion,conversión,conversão,تحويلات
convict,Verurteilter,condamner,condenar,condenar,المحكوم عليه
conviction,Verurteilung,condamnation,convicción,convicção,قناعة
cooperate,kooperieren,coopérer,cooperar,colaborar,ميداني
cooperative,kooperativ,coopérer,cooperativa,cooperativo,تعاوني
coordinate,koordinieren,coordonner,coordinar,coordenada,تنسيق
coordination,koordinieren,coordination,coordinación,coordenação,تنسيق
coordinator,Koordinator,coordinateur,coordinador,coordenador,منسق
copper,Kupfer,cuivre,cobre,cobre,نحاس
copyright,Urheberrecht,copyright,derechos de autor,direito autoral,حقوق النشر
correction,Korrektur,correction,corrección,correção,تصحيح
correlate,korrelieren,corrélation,correlación,correlacionar,ترتبط
correlation,Korrelation,corrélation,correlación,correlação,علاقه مترابطه
correspond,entsprechen,correspondre,corresponder,corresponder,تطابق
correspondence,Korrespondenz,correspondance,correspondencia,correspondência,مراسلة
correspondent,korrespondieren,correspondant,corresponsal,correspondente,مراسل
corresponding,korrespondieren,correspondant,correspondiente,correspondente,المقابلة
corrupt,korrupt,corrompu,corrupto,corromper,فاسد
corruption,Korruption,corruption,corrupción,corrupção,فساد
costly,kostspielig,coûteux,costoso,dispendioso,مكلفة
councilor,Ratsmitglied,conseiller,concejal,conselheiro,عضو مجلس
counseling,Beratung,conseiller,asesoramiento,aconselhamento,تقديم المشورة
counselor,Berater,conseiller,consejero,conselheiro,مستشار
counter,gegen,contre,encimera,contador,يعداد
counterpart,Gegenstück,contrepartie,contrapartida,contrapartida,النظير
countless,unzählige,innombrable,incontable,incontáveis,لا يحصى
coup,Coup,coup,golpe,golpe,انقلاب
courtesy,Höflichkeit,courtoisie,cortesía,cortesia,مجاملة
craft,Handwerk,artisanat,artesanía,arte,حرفة
crawl,krabbeln,ramper,gatear,engatinhar,زحف
creator,Schöpfer,créateur,creador,O Criador,المنشئ
credibility,Glaubwürdigkeit,crédibilité,credibilidad,credibilidade,مصداقية
credible,glaubwürdig,crédible,creíble,confiável,معقول
creep,kriechen,rampant,arrastrarse,rastejar,زحف
critique,Kritik,critique,crítica,crítica,نقد
crown,Krone,couronne,corona,coroa,تاج
crude,roh,brut,crudo,bruto,الخام
crush,zerkleinern,écraser,Persona especial,crush,معجب
crystal,Kristall,cristal,cristal,cristal,كريستال
cult,Kult,culte,culto,culto,طائفة دينية
cultivate,kultivieren,cultiver,cultivar,cultivar,زرع او صقل
curiosity,Neugierde,curiosité,curiosidad,curiosidade,حب الاستطلاع
custody,Verwahrung,garde,custodia,custódia,عهدة
cutting,Schneiden,couper,corte,corte,قطع
cynical,zynisch,cynique,cínico,cínico,ساخر
dam,Damm,barrage,presa,barragem,سد
damaging,beschädigen,dommageable,perjudicial,prejudicial,ضار
dawn,Morgengrauen,aube,amanecer,alvorecer,فَجر
debris,Trümmer,débris,escombros,destroços,حطام
debut,Debüt,début,debut,estréia,لاول مرة
decision-making,Entscheidungsfindung,prise de décision,Toma de decisiones,tomando uma decisão,صناعة القرار
decisive,entscheidend,décisif,decisivo,decisivo,حاسم
declaration,Erklärung,déclaration,declaración,declaração,إعلان
dedicated,Widmung,dédié,dedicado,dedicada,مخلص
dedication,Widmung,dédicace,dedicación,dedicação,إخلاص
deed,Urkunde,acte,escritura,ato,الفعل
deem,deem,juger,considerar,considerar,تعتبر
default,Verzug,défaut,defecto,predefinição,إفتراضي
defect,Mangel,défaut,defecto,defeito,خلل
defensive,Einrede,défensive,defensivo,defensiva,دفاعي
deficiency,Defizit,déficience,deficiencia,deficiência,نقص
deficit,Defizit,déficit,déficit,déficit,عجز
defy,trotzen,défier,desafiar,desafiar,يعصي
delegate,delegieren,délégué,delegar,delegar,مندوب
delegation,Delegation,délégation,delegación,delegação,وفد
delicate,heikel,délicat,delicado,delicado,حساس
demon,Dämon,démon,demonio,demônio,شيطان
denial,leugnen,déni,negación,negação,إنكار
denounce,anprangern,dénoncer,denunciar,denunciar,التنديد
dense,dicht,dense,denso,denso,كثيف
density,Dichte,densité,densidad,densidade,كثافة
dependence,Abhängigkeit,dépendance,dependencia,dependência,الاعتماد
depict,abbilden,dépeindre,representar,retratar,تصف
deploy,aufstellen,déployer,desplegar,implantar,نشر
deployment,Einsatz,déploiement,despliegue,implantação,تعيين
deprive,berauben,déprivation,privar,privar,تحرم
deputy,Stellvertreter,adjoint,diputado,deputado,النائب
descend,absteigen,descendre,descender,descer,تنحدر
descent,Abstieg,descente,descendencia,descida,نزول
designate,benennen,désigner,designado,designar,عين
desirable,wünschenswert,souhaitable,deseable,desejável,مرغوب فيه
desktop,Schreibtisch,bureau,escritorio,Área de Trabalho,سطح المكتب
destructive,zerstörerisch,destructeur,destructivo,destrutivo,مدمرة
detain,zurückhalten,détenir,detener,deter,حجز
detection,Erkennung,détection,detección,detecção,كشف
detention,Festhalten,détention,detención,detenção,احتجاز
deteriorate,verschlechtern,détériorer,deteriorarse,deteriorar,تتدهور
devastate,verwüsten,dévaster,devastar,devastar,يدمر
devil,verteufeln,diable,demonio,diabo,شيطان
devise,ausarbeiten,devise,idear,inventar,ابتكر
diagnose,diagnostizieren,diagnostiquer,diagnosticar,diagnosticar,تشخيص
diagnosis,diagnostizieren,diagnostic,diagnóstico,diagnóstico,تشخبص
dictate,diktieren,dicter,dictar,ditar,تملي
dictator,Diktator,dictateur,dictador,ditador,دكتاتور
differentiate,differenzieren,différencier,diferenciar,diferenciar,يميز
dignity,Würde,dignité,dignidad,dignidade,كرامة
dilemma,Dilemma,dilemme,dilema,dilema,معضلة
dimension,Dimension,dimension,dimensión,dimensão,البعد
diminish,verkleinern,diminuer,disminuir,diminuir,يقلل
dip,eintauchen,plonger,aderezo,mergulhar,تراجع
diplomat,Diplomat,diplomate,diplomático,diplomata,دبلوماسي
diplomatic,diplomatisch,diplomatique,diplomático,diplomático,دبلوماسي
directory,Verzeichnis,répertoire,directorio,diretório,الدليل
disastrous,katastrophal,désastreux,desastroso,desastroso,كارثي
discard,ablegen,rejeter,desechar,descartar,تجاهل
discharge,entlassen,décharge,descarga,descarga,إبراء الذمة
disclose,offenlegen,divulguer,revelar,divulgar,الكشف عن
disclosure,Offenlegung,divulgation,divulgación,divulgação,إفشاء
discourse,Diskurs,discours,discurso,discurso,الحوار
discretion,Diskretion,discrétion,discreción,critério,حرية التصرف
discrimination,Diskriminierung,discrimination,discriminación,discriminação,تمييز
dismissal,Entlassung,licenciement,despido,demissão,الفصل
displace,verdrängen,déplacement,desplazar,deslocar,تهجير
disposal,entsorgen,élimination,desecho,disposição,ازالة
dispose,entsorgen,disposition,disponer,descartar,تخلص
dispute,streiten,litige,disputar,disputa,خلاف
disrupt,stören,perturber,interrumpir,perturbe,يعطل
disruption,stören,perturbation,ruptura,interrupção,خلل
dissolve,auflösen,dissoudre,disolver,dissolver,تذوب
distinction,unterscheiden,distinction,distinción,distinção,امتياز
distinctive,unverwechselbar,distinctif,distintivo,distintivo,متميز
distort,verzerren,déformer,distorsionar,distorcer,التشوه
distress,beunruhigen,détresse,angustia,sofrimento,محنة
disturbing,stören,déranger,perturbador,perturbador,مزعج
divert,ablenken,détourner,desviar,desviar,تحويل
divine,göttlich,divin,divino,divino,إلهي
doctrine,Doktrin,doctrine,doctrina,doutrina,عقيدة
documentation,Dokumentation,documentation,documentación,documentação,توثيق
domain,Domain,domaine,dominio,domínio,نطاق
dominance,beherrschung,domination,dominio,domínio,هيمنة
donor,Spender,donneur,donante,doador,جهات مانحة
dose,Dosis,dose,dosis,dose,جرعة
drain,Abfluss,drain,fuga,ralo,بالُوعَة
drift,Drift,dérive,deriva,deriva,المغزى
driving,treiben,conduite,conduciendo,dirigindo,القيادة
drown,ertrinken,noyer,ahogar,afogar,يغرق
dual,dual,double,doble,dual,مزدوج
dub,synchronisieren,dub,doblar,dublar,يصفه
dumb,dumm,idiot,mudo,idiota,غبي
duo,duo,duo,dúo,duo,الثنائي
dynamic,dynamisch,dynamique,dinámica,dinâmico,متحرك
earnings,Ergebnis,gains,ganancias,ganhos,الأرباح
ease,erleichtern,facilité,facilitar,facilidade,يُسَهّل
echo,echo,écho,eco,eco,صدى صوت
ecological,ökologisch,écologique,ecológico,ecológico,بيئي
educator,Erzieher,éducateur,educador,educador,مربي
effectiveness,Wirksamkeit,efficacité,eficacia,eficácia,فعالية
efficiency,Effizienz,efficacité,eficiencia,eficiência,نجاعة
ego,Ego,ego,ego,ego,الغرور
elaborate,durchdacht,élaborer,elaborar,elaborar,يشرح
electoral,wählen,électoral,electoral,eleitoral,انتخابي
elevate,erheben,élever,elevar,elevar,رفع
eligible,wählbar,éligible,elegible,elegível,مؤهل
elite,elite,élite,élite,elite,نخبة
embark,einsteigen,embarquer,embarcar,embarcar,الشروع
embarrassment,peinlich,embarquer,vergüenza,embaraço,إحراج
embassy,botschaft,ambassade,embajada,embaixada,السفارة
embed,einbetten,embarquer,empotrar,Embutir,تضمين
embody,verkörpern,incarner,encarnar,incorporar,جسد
emergence,Auftauchen,émergence,aparición,emergência,ظهور
empirical,empirisch,empirique,empírico,empírico,تجريبي
