abolish,abschaffen,abolir,abolir,abolir,تلغي
empower,ermächtigen,habiliter,autorizar,empoderamento,تمكين
enact,in Kraft setzen,promulguer,promulgar,promulgar,يسن قانون
encompass,einschließen,englober,abarcar,abranger,شمل
encouragement,ermutigen,encouragement,ánimo,encorajamento,تشجيع
encouraging,ermutigen,encourager,alentador,encorajando,تشجيع
endeavor,bemühen,s'efforcer,empeño,empreendimento,سعي
endless,endlos,sans fin,sin fin,sem fim,بلا نهاية
endorse,befürworten,endosser,endosar,endossar,تصادق
endorsement,Befürwortung,endossement,aprobación,endosso,المصادقة
endure,ertragen,endurer,soportar,aguentar,تحمل
enforce,erzwingen,appliquer,hacer cumplir,impor,فرض
enforcement,Durchsetzung,application,aplicación,execução,إجباري
engagement,Engagement,engagement,compromiso,noivado,الارتباط
engaging,einbinden,engager,atractivo,noivando,الانخراط
enrich,bereichern,enrichir,enriquecer,enriquecer,يثرى
enroll,einschreiben,s'inscrire,inscribirse,matricular,يتسجل، يلتحق
ensue,folgen,ensue,sobrevenir,seguir,يترتب على ذلك
enterprise,Unternehmen,entreprise,empresa,empreendimento,مشروع - مغامرة
enthusiast,engagieren,enthousiaste,entusiasta,entusiasta,متحمس
entitle,berechtigen,entitle,dar derecho,autorizar,حق
entity,Unternehmen,entité,entidad,entidade,كيان
epidemic,Epidemie,épidémie,epidemia,epidemia,وبائي
equality,Gleichheit,égalité,igualdad,igualdade,المساواة
equation,Gleichung,équation,ecuación,equação,معادلة
erect,aufstellen,ériger,erguido,ereto,منتصب
escalate,eskalieren,escalader,escalar,escalar,يتصعد
essence,Essenz,essence,esencia,essência,جوهر
establishment,Einrichtung,établissement,establecimiento,estabelecimento,مؤسسة
eternal,ewig,éternel,eterno,eterno,أبدي
evacuate,evakuieren,évacuer,evacuar,evacuar,إخلاء
evoke,evozieren,évoquer,evocar,evocar,استحضار
evolutionary,evolutionär,évolutif,evolutivo,evolutivo,تطوري
exaggerate,übertreiben,exagérer,exagerar,exagerar,مبالغة
excellence,Exzellenz,excellence,excelencia,excelência,تفوق
exceptional,außergewöhnlich,exceptionnel,excepcional,excepcional,استثنائي
excess,Übermaß,excès,exceso,excesso,إفراط
exclusion,Ausschluss,exclusion,exclusión,exclusão,استبعاد
exclusive,exklusiv,exclusif,exclusivo,exclusivo,حصرية
exclusively,ausschließlich,exclusivement,exclusivamente,exclusivamente,حصريا
execute,ausführen,exécuter,ejecutar,executar,نفذ - اعدم
execution,Ausführung,exécution,ejecución,execução,إعدام
exert,ausüben,exercer,ejercer,exercer,بذل
exile,exilieren,exiler,exilio,exílio,منفى
expenditure,ausgeben,dépense,gasto,despesa,المصروفات
experimental,experimentell,expérimental,experimental,experimental,تجريبي
expire,ablaufen,expirer,expirar,expirar,تنقضي
explicit,ausdrücklich,explicite,explícito,explícito,صريح
explicitly,ausdrücklich,explicitement,explícitamente,explicitamente,صراحة
exploitation,Verwertung,exploitation,explotación,exploração,استغلال
explosive,explosiv,explosif,explosivo,explosivo,مادة متفجرة
extract,Auszug,extraire,extracto,extrair,مقتطف
extremist,extremistisch,extrémiste,extremista,extremista,متطرف
facilitate,erleichtern,faciliter,facilitar,facilitar,يسهل
faction,Fraktion,faction,facción,facção,فصيل
fade,ausblenden,s'effacer,desteñir,desvaneça,يختفي
fairness,Fairness,équité,justicia,justiça,الإنصاف
fatal,tödlich,fatal,fatal,fatal,مميت
fate,Schicksal,destin,destino,destino,قدر
favorable,Günstig,favorable,favorable,favorável,ملائم
feat,Kunststück,exploit,Con,Parceria,عمل
felony,Straftat,félonie,delito,crime,جناية
feminist,feministisch,féministe,feminista,feminista,ناشط نسائي
fiber,Faser,fibre,fibra,fibra,الأساسية
fierce,heftig,féroce,intenso,feroz,شرس
filmmaker,Filmemacher,cinéaste,cineasta,cineasta,المخرج
filter,Filter,filtre,filtrar,filtro,منقي
fine,fein,fin,multa,multar,بخير
firearm,Schusswaffe,arme à feu,arma de fuego,arma de fogo,سلاح ناري
fiscal,steuerlich,fiscal,fiscal,fiscal,المالية
fit,passen,ajustement,adaptar,em forma,لائق بدنيا
flaw,fehlerhaft,défaut,falla,falha,عيب
flawed,fehlerhaft,défectueux,defectuoso,falho,معيب
flee,fliehen,fuir,huir,fugir,اهرب
fleet,Flotte,flotte,flota,frota,سريع
flesh,flesh,chair,carne,carne,لحم
flexibility,Flexibilität,flexibilité,flexibilidad,flexibilidade,المرونة
flourish,blühen,s'épanouir,florecer,florescer,تزدهر
fluid,flüssig,fluide,líquido,fluido,سائل
footage,Filmmaterial,métrage,imágenes,cenas,لقطات
foreigner,Ausländer,étranger,extranjero,estrangeiro,أجنبي
forge,schmieden,forger,fragua,forja,تشكيل
formula,formel,formule,fórmula,Fórmula,معادلة
formulate,formulieren,formuler,formular,formular,صياغة
forth,weiter,à venir,adelante,adiante,إيابا
forthcoming,bevorstehend,à venir,próximo,próximo,قادم، صريح، يظهر
foster,fördern,favoriser,alentar,adotivo,الحاضنة
fragile,zerbrechlich,fragile,frágil,frágil,قابل للكسر
franchise,Franchise,franchise,franquicia,franquia,الامتياز التجاري
frankly,offen gesagt,franchement,francamente,francamente,بصراحة
freshman,Neuling,première année,estudiante de primer año,calouro,طالبة
frustrated,Frustriert,frustré,frustrado,frustrado,محبط
frustrating,frustriert,frustrant,frustrante,frustrante,محبط
frustration,Frustration,frustration,frustración,frustração,إحباط
functional,funktional,fonctionnel,funcional,funcional,وظيفي
fundraising,Spendensammlung,collecte de fonds,recaudación de fondos,angariação de fundos,جمع التبرعات
funeral,Beerdigung,funérailles,funeral,funeral,جنازة
gambling,Glücksspiel,jeu d'argent,juego,jogos de azar,القمار
gathering,Versammlung,rassemblement,reunión,reunião,تجمع
gaze,Blick,regard,mirada,olhar,تحديق
gear,Ausrüstung,équipement,engranaje,engrenagem,هيأ
generic,generisch,générique,genérico,genérico,نوعي
genocide,genozid,génocide,genocidio,genocídio,إبادة جماعية
gig,Gig,gig,Curro,show,أزعج
glance,blick,regard,vistazo,olhar,يلمح
glimpse,flüchtiger Blick,coup d'œil,parpadear,piscar,رمش
glorious,glorreich,glorieux,glorioso,glorioso,المجيد
glory,Ruhm,gloire,gloria,glória,مجد
governance,regieren,gouvernance,gobernancia,governança,الحكم
grace,Anmut,grâce,gracia,graça,نعمة او وقت سماح
grasp,Erfassen,saisir,sujetar,aperto,يفهم، يمسك، يقبض
grave,Grab,grave,tumba,cova,خطير
grave,Grab,grave,tumba,cova,خطير
gravity,Schwerkraft,gravité,gravedad,gravidade,الجاذبية
grid,Gitter,grille,cuadrícula,rede,جريد
grief,Trauer,chagrin,dolor,pesar,حزن
grin,grinsen,rictus,sonrisa,sorriso,ابتسامة
grind,mahlen,grinder,moler,moer,طَحن
grip,greifen,adhérer,agarre,firmeza,سيطرة
gross,grob,brut,bruto,bruto,أزداد
guerrilla,Guerilla,guérilla,guerrilla,guerrilha,حرب العصابات
guidance,Anleitung,guidance,guía,orientação,إرشاد
guilt,schuld,culpabilité,culpa,culpa,الذنب
gut,Bauch,intestin,intestino,intestino,القناة الهضمية
hail,hagel,grêle,Viva,saudação,وابل
halfway,halbwegs,à mi-chemin,Medio camino,a meio caminho,في منتصف الطريق
halt,Halt,halte,detener,parar,وقف
handful,Handvoll,poignée,puñado,punhado,حفنة
handling,Handhabung,manipulation,manejo,manipulação,معالجة
handy,praktisch,maniable,práctico,prático,سهل
harassment,Schikane,harcèlement,acoso,assédio,تحرش
hardware,Hardware,matériel,hardware,hardware,المعدات
harmony,Harmonie,harmonie,armonía,harmonia,انسجام
harsh,harsch,sévère,duro,severo,صارِم
harvest,ernten,récolte,cosecha,colheita,محصول
hatred,hass,haine,odio,ódio,كراهية
haunt,spuken,hanter,guarida,assombro,تطارد
hazard,Gefahr,danger,peligro,perigo,خطر
heighten,Erhöhen,augmenter,aumentar,aumentar,تصعد
heritage,Erbe,patrimoine,herencia,herança,إرث
hierarchy,Hierarchie,hiérarchie,jerarquía,hierarquia,التسلسل الهرمي
high-profile,hochkarätig,haut profil,de alto perfil,alto perfil,رقيقة
hint,Hinweis,indice,insinuación,dica,ملحوظة
homeland,Heimatland,patrie,patria,terra natal,البلد الام
hook,Haken,hameçon,gancho,gancho,صنارة صيد
hopeful,hoffnungsvoll,espoir,esperanzado,esperançoso,متفائل
horizon,Horizont,horizon,horizonte,horizonte,الأفق
horn,Horn,corne,bocina,chifre,بوق
hostage,Geisel,otage,rehén,refém,رهينة
hostile,feindlich,hostile,hostil,hostil,عدائي
hostility,Feindseligkeit,hostilité,hostilidad,hostilidade,العداء
humanitarian,humanitär,humanitaire,humanitario,humanitário,إنساني
humanity,Menschlichkeit,humanité,humanidad,humanidade,إنسانية
humble,demütig,humble,humilde,humilde,متواضع
hydrogen,Wasserstoff,hydrogène,hidrógeno,hidrogênio,هيدروجين
identification,Identifikation,identification,identificación,identificação,هوية
ideological,ideologisch,idéologique,ideológico,ideológico,أيديولوجي
ideology,Ideologie,idéologie,ideología,ideologia,أيديولوجية
idiot,Idiot,idiot,estúpido,idiota,غبي
ignorance,Unwissenheit,ignorance,ignorancia,ignorância,جهل
imagery,Bildsprache,imagerie,imágenes,imagens,مصور
immense,immense,immense,inmenso,imenso,هائل
imminent,unmittelbar bevorstehend,imminent,inminente,iminente,وشيك
implementation,Umsetzung,mise en œuvre,implementación,implementação,تطبيق
imprison,inhaftieren,emprisonner,encarcelar,aprisionar,حبس
inability,Unfähigkeit,incapacité,incapacidad,incapacidade,عجز
inadequate,unzureichend,inadéquat,inadecuado,inadequado,غير كافٍ
inappropriate,unangemessen,inapproprié,inadecuado,inapropriado,غير مناسب
incarcerate,einkerkern,incarcérer,encarcelar,encarcerar,سجن
incarceration,Einkerkerung,incarcération,encarcelamiento,encarceramento,السجن
incidence,Inzidenz,incidence,incidencia,incidência,سقوط
inclined,geneigt,incliné,inclinado,inclinado,يميل
inclusion,Einbeziehung,inclusion,inclusión,inclusão,تضمين
incur,einschließen,encourir,incurrir en,incorrer,يتكبد
indicator,Indikator,indicateur,indicador,indicador,مؤشر
indictment,Anklageschrift,mise en accusation,acusación,acusação,لائحة الاتهام
indigenous,einheimisch,indigène,indígena,indígena,أصلي
induce,veranlassen,induire,inducir,induzir,إستنتج
indulge,nachgeben,complaisance,complacer,saciar,تنغمس
inequality,Ungleichheit,inégalité,desigualdad,desigualdade,عدم المساواة
infamous,berüchtigt,infâme,infame,infame,سيء السمعة
infant,Säugling,enfant,niño,infantil,رضيع
infect,anstecken,infecter,infectar,infectar,تصيب
inflict,anstecken,infliger,infligir,infligir,يلحق
influential,einflussreich,influent,influyente,influente,مؤثر
inherent,inhärent,inhérent,inherente,inerente,متأصل
inhibit,hemmen,inhiber,inhibir,inibir,تعيق
initiate,initiieren,initier,iniciado,iniciar,الشروع في
inject,injizieren,injecter,inyectar,injetar,حقن
injection,Injektion,injection,inyección,injeção,حقنة
injustice,Ungerechtigkeit,injustice,injusticia,injustiça,ظلم
inmate,Häftling,détenu,preso,recluso,النزيل
inquire,anfragen,enquêter,preguntar,investigar,استعلام
insertion,Einfügung,insertion,inserción,inserção,إدراج
insider,Insider,initié,persona enterada,insider,من الداخل
inspect,inspizieren,inspecter,inspeccionar,inspecionar,فحص
inspection,Inspektion,inspection,inspección,inspeção,تكمن
inspiration,Inspiration,inspiration,inspiración,inspiração,وحي - الهام
instinct,Instinkt,instinct,instinto,instinto,غريزه
institutional,Institutionelle,institutionnel,institucional,institucional,مؤسسي
instruct,anweisen,instruire,instruir,instruir,إرشاد
instrumental,instrumental,instrumental,instrumental,instrumental,مفيدة
insufficient,unzureichend,insuffisant,insuficiente,insuficiente,غير كافٍ
insult,beleidigen,insulte,insulto,insulto,إهانة
intact,intakt,intact,intacto,intacto,سليم
intake,Einnahme,admission,consumo,ingestão,المدخول
integral,integriert,intégrale,integral,integrante,متكامل
integrated,integriert,intégré,integrado,integrado,مدمج
integration,Integration,intégration,integración,integração,دمج
integrity,Integrität,intégrité,integridad,integridade,النزاهة
intellectual,intellektuell,intellectuel,intelectual,intelectual,ذهني
intensify,intensivieren,intensifier,intensificar,intensificar,تكثيف
intensity,Intensität,intensité,intensidad,intensidade,الشدة
intensive,intensiv,intensif,intensivo,intensivo,كثيف
intent,Absicht,intention,intención,intenção,نوايا
interactive,interaktiv,interactif,interactivo,interativo,تفاعلي
interface,Schnittstelle,interface,interfaz,interface,واجهه المستخدم
interfere,stören,interférer,interferir,interferir,تدخل
interference,stören,interférence,interferencia,interferência,التشوش
interim,Zwischenzeitlich,intérimaire,provisional,provisório,مؤقت
interior,innen,intérieur,interior,interior,الداخلية
intermediate,Zwischenraum,intermédiaire,intermedio,intermediário,متوسط
intersection,Kreuzung,intersection,intersección,interseção,تداخل
intervene,intervenieren,intervenir,intervenir,intervir,تدخل
intervention,Eingriff,intervention,intervención,intervenção,تدخل قضائي
intimate,intim,intime,íntimo,íntimo,حَمِيم
intriguing,intrigieren,intriguant,intrigante,intrigante,مثيرة للاهتمام
inventory,Bestandsaufnahme,inventaire,inventario,inventário,المخزون
investigator,Ermittler,enquêteur,investigador,investigador,محقق
invisible,unsichtbar,invisible,invisible,invisível,غير مرئى
invoke,Aufrufen,invoquer,invocar,invocar,يستحضر
involvement,Beteiligung,implication,intervención,envolvimento,تورط
ironic,ironisch,ironique,irónico,irônico,ساخر
ironically,ironisch,ironique,irónicamente,ironicamente,بسخرية
irony,Ironie,ironie,ironía,ironia,سخرية
irrelevant,irrelevant,non pertinent,irrelevante,irrelevante,عَرَضِيّ
isolation,Isolierung,isolement,aislamiento,isolamento,عزل
judicial,Gerichtliche,judiciaire,judicial,judicial,قضائي
jurisdiction,Zuständigkeit,juridiction,jurisdicción,jurisdição,الاختصاص القضائي
just,nur,juste,sólo,apenas,فقط
justification,Rechtfertigung,justification,justificación,justificação,التبرير
keen,scharf,vif,entusiasta,ansioso,متحمس
kidnap,Entführung,kidnapping,secuestrar,sequestrar,خطف
kidney,Niere,rein,riñón,rim,الكلى
kingdom,königreich,royaume,Reino,reino,مملكة
landlord,Vermieter,propriétaire,dueño,senhorio,المالك
landmark,Wahrzeichen,repère,punto de referencia,marco,معلم معروف
lap,Runde,lap,vuelta,colo,حجر
large-scale,großflächig,grande échelle,gran escala,grande escala,على نطاق واسع
laser,laser,laser,láser,laser,الليزر
latter,letzteres,dernier,último,último,أخير
lawmaker,Gesetzgeber,législateur,él que hace leyes,legislador,النائب
lawn,Rasen,pelouse,césped,grama,العشب
lawsuit,prozess,procès,demanda judicial,ação judicial,دعوى قضائية
layout,Layout,mise en page,diseño,disposição,نسق
leak,Leck,fuite,filtración,vazar,تسريب
leap,sprung,saut,salto,salto,طفرة - قفزه
legacy,Vermächtnis,héritage,legado,legado,ميراث
legendary,legendär,légendaire,legendario,lendário,أسطوري
legislation,gesetzgebung,législation,legislación,legislação,تشريع
legislative,gesetzgebung,législation,legislativo,legislativo,تشريعي
legislature,Legislative,législature,legislatura,legislatura,السلطة التشريعية
legitimate,rechtmäßig,légitime,legítimo,legítimo,شرعي
lengthy,langwierig,long,largo,longo,طويل
lesbian,lesbisch,lesbienne,lesbiana,lésbica,مثلية
lesser,weniger,moindre,menor,menor,أقل
lethal,tödlich,létale,letal,letal,قاتلة
liable,haftbar,responsable,responsable,responsável,مسئولة
liberal,liberal,libéral,liberal,liberal,ليبرالية
liberation,Befreiung,libération,liberación,libertação,تحرير
liberty,freiheit,liberté,libertad,liberdade,حرية
lifelong,lebenslänglich,à vie,para toda la vida,vitalício,مدى الحياة
likelihood,likelihood,probabilité,probabilidad,probabilidade,احتمالا
limb,Gliedmaßen,membre,miembro,membro,فرع الشجره
linear,linear,linéaire,lineal,linear,خطي
lineup,aufstellung,lineup,póngase en fila,alinhar,اصطفوا
linger,verweilen,linger,persistir,permanecer,بقي
listing,Auflistung,listing,listado,listagem,قائمة
liter,Liter,litre,litro,litro,لتر
literacy,Alphabetisierung,alphabétisation,literatura,alfabetização,معرفة القراءة والكتابة
liver,Leber,foie,hígado,fígado,كبد
lobby,Lobby,lobby,vestíbulo,salão,ردهة
log,log,log,Iniciar sesión,registro,سجل
logic,Logik,logique,lógica,lógica,منطق
long-standing,langjährig,de longue date,de larga data,de longa data,طويل الأمد
longtime,langjährig,de longue date,largo tiempo,muito tempo,وقت طويل
loom,Webstuhl,loom,telar,tear,تلوح في الأفق
loop,Schleife,boucle,círculo,ciclo,عقدة
loyalty,Treue,loyauté,lealtad,lealdade,وفاء
machinery,Maschinenpark,machine,maquinaria,maquinaria,الات
magical,magisch,magique,mágico,mágico,سحري
magnetic,magnetisch,magnétique,magnético,magnético,مغناطيسي
magnificent,großartig,magnifique,magnífico,magnífico,رائع
magnitude,Größenordnung,magnitude,magnitud,magnitude,ضخامة
mainland,Festland,continentale,continente,continente,البر الرئيسى
mainstream,Mainstream,courant principal,convencional,convencional,التيار
maintenance,Unterhaltung,entretien,mantenimiento,manutenção,اعمال صيانة
mandate,mandat,mandat,mandato,mandato,امر رسمى
mandatory,obligatorisch,obligatoire,obligatorio,obrigatoriedade,إلزامي
manifest,manifestieren,manifester,manifiesto,manifesto,قائمة
manipulate,manipulieren,manipuler,manipular,manipular,معالجة
manipulation,Manipulation,manipulation,manipulación,manipulação,بمعالجة
manuscript,Manuskript,manuscrit,manuscrito,manuscrito,مخطوطة
march,März,mars,marcha,março,مارس
marginal,marginal,marginal,marginal,marginal,هامش
marine,marine,marine,marina,marinho,البحرية
marketplace,marktplatz,marché,mercado,Mercado,المتجر
mask,Maske,masque,mascarilla,mascarar,قناع
massacre,Massaker,massacre,masacre,massacre,مذبحة
mathematical,mathematisch,mathématique,matemático,matemático,رياضي
mature,reifen,mature,maduro,maduro,ناضجة
maximize,maximieren,maximiser,maximizar,maximizar,تحقيق أقصى قدر
meaningful,sinnvoll,significatif,significativo,significativo,ذو معنى
meantime,inzwischen,entre-temps,mientras tanto,entretanto,غضون ذلك
medieval,mittelalterlich,médiéval,medieval,medieval,من القرون الوسطى
meditation,Meditation,méditation,meditación,meditação,تأمل
melody,Melodie,mélodie,melodía,melodia,لحن
memo,Memo,mémo,memorándum,memorando,مذكرة
memoir,Memoiren,mémoire,memoria,livro de memórias,مذكرات
memorial,Gedenkstätte,mémorial,monumento,memorial,النصب التذكاري
mentor,Mentor,mentor,mentor,mentor,مرشد
merchant,Kaufmann,marchand,comerciante,comerciante,تاجر
mercy,Barmherzigkeit,miséricorde,misericordia,misericórdia,رحمة
mere,nur,simple,más,mais,أكثر
merely,lediglich,simplement,meramente,apenas,مُجَرّد
merge,fusionieren,fusionner,unir,fundir,دمج
merger,Fusion,fusion,fusión,fusão,الاندماج
merit,Verdienst,mérite,mérito,mérito,ميزة
methodology,Methodik,méthodologie,metodología,metodologia,المنهجية
midst,mitte,milieu,medio,meio,وسط
migration,Migration,migration,migración,migração,الهجرة
militant,militant,militant,militante,militante,مناضل
militia,Miliz,milice,milicia,milícia,ميليشيا
mill,Mühle,moulin,molino,moinho,مطحنة
minimal,minimal,minimal,mínimo,mínimo,الحد الأدنى
minimize,minimieren,minimiser,minimizar,minimizar,قلل
mining,Bergbau,exploitation minière,minería,mineração,التعدين
ministry,Ministerium,ministère,ministerio,ministério,الوزارة
minute,Minute,minute,minuto,minuto,اللحظة
miracle,Wunder,miracle,milagro,milagre,معجزة
misery,Elend,misère,miseria,miséria,بؤس
misleading,Irreführung,trompeur,engañoso,errôneo,مضلل
missile,Rakete,missile,misil,míssil,صاروخ
mob,Mob,foule,dolor,dor,الم
mobile,mobil,mobile,móvil,Móvel,التليفون المحمول
mobility,Mobilität,mobilité,movilidad,mobilidade,إمكانية التنقل
mobilize,mobilisieren,mobiliser,movilizar,mobilizar,حشد
moderate,moderat,modéré,moderado,moderado,معتدل
modification,Änderung,modification,modificación,modificação,تعديل
module,Modul,module,módulo,módulo,وحدة
momentum,Schwung,élan,impulso,impulso,قوة الدفع
monk,Mönch,moine,monje,monge,راهب
monopoly,Monopol,monopole,monopolio,Monopólio,احتكار
morality,Moral,moralité,moralidad,moralidade,الأخلاق
motive,Motiv,motif,motivo,motivo,الدافع
municipal,kommunal,municipal,municipal,municipal,البلدية
mutual,gegenseitige,mutuelle,mutual,mútuo,مشترك
namely,nämlich,à savoir,a saber,nomeadamente,يسمى
nationwide,landesweit,national,a escala nacional,nacional,على الصعيد الوطني
naval,Marine,naval,naval,naval,البحرية
neglect,Vernachlässigung,négligence,negligencia,negligência,أهمل
neighboring,benachbart,voisin,vecino,vizinho,المجاورة
nest,Nest,nid,nido,ninho,عش
net,Netz,net,red,internet,صافي
newsletter,Newsletter,newsletter,Boletin informativo,Boletim de Notícias,النشرة الإخبارية
niche,nische,niche,nicho,nicho,تخصص
noble,edel,noble,noble,nobre,النبيل
nod,nicken,acquiescer,asentir,aceno com a cabeça,إيماءة
nominate,nominieren,nommer,nombrar,nomear,ترشح
nomination,Nominierung,nomination,nominación,nomeação,ترشيح
nominee,nominieren,nominé,candidato,candidato,مرشح
nonetheless,nichtsdestotrotz,néanmoins,sin embargo,Não obstante,ومع ذلك
nonprofit,Gemeinnützig,à but non lucratif,sin ánimo de lucro,sem fins lucrativos,غير ربحية
nonsense,Unsinn,non-sens,disparates,absurdo,كلام فارغ
noon,Mittag,midi,mediodía,meio-dia,وقت الظهيرة
notable,bemerkenswert,notable,Incapaz,notável,ملحوظة
notably,bemerkenswert,notamment,notablemente,notavelmente,بشكل ملحوظ
notify,melden,notifier,notificar,notificar,يخطر
notorious,berühmt-berüchtigt,notoire,notorio,notório,سيئة السمعة
novel,Roman,roman,novela,novela,رواية
nursery,Kinderzimmer,pépinière,guardería,berçário,حضانة
objection,Einspruch,objection,objeción,objeção,اعتراض
oblige,verpflichten,obliger,obligar,obrigar,تجبر
obsess,Besessenheit,obsession,obsesionar,obcecado,هوس
obsession,Besessenheit,obsession,obsesión,obsessão,هوس
occasional,gelegentlich,occasionnel,ocasional,ocasional,عرضي
occurrence,Vorkommen,occurrence,ocurrencia,ocorrência,حادثة
odds,Quoten,chances,posibilidades,chances,احتمال
offering,Angebot,offre,ofrecimiento,oferta,عرض
offspring,Nachkommenschaft,progéniture,descendencia,filhos,النسل
operational,betrieblich,opérationnel,Operacional,operacional,التشغيل
opt,opt,opt,optar,optar,يختار، يقرر
optical,optisch,optique,óptico,óptico,بصري
optimism,Optimismus,optimisme,optimismo,otimismo,التفاؤل
oral,mündlich,oral,oral,oral,عن طريق الفم
organizational,organisatorisch,organisationnel,organizativo,organizacional,التنظيمية
orientation,Orientierung,orientation,orientación,orientação,اتجاه
originate,entstehen,origine,originar,originar,تنشأ
outbreak,Ausbruch,éclosion,brote,surto,التفشي
outing,Outing,sortie,excursión,passeio,نزهة
outlet,Ausgang,sortie,toma de corriente,tomada,مخرج
outlook,Ausblick,perspective,panorama,panorama,الآفاق
outrage,Empörung,outrage,Indignacion,ultraje,الغضب
outsider,Außenseiter,outsider,forastero,forasteiro,دخيل
overlook,übersehen,négliger,pasar por alto,negligenciar,تطل
overly,übermäßig,trop,demasiado,excessivamente,مفرط
oversee,überblicken,superviser,supervisar,vigiar,يشرف على
overturn,umstoßen,renverser,anular,reviravolta,انقلاب
overwhelm,überwältigen,écraser,abrumar,Sobrecarga,طغى
overwhelming,überwältigen,accablant,agobiante,muito pesado,ساحق
pad,auffüllen,pad,almohadilla,almofada,ضمادة
parameter,Parameter,paramètre,parámetro,parâmetro,معامل
parental,elterliche,parental,de los padres,parental,أبوي
parliament,Parlament,parlement,parlamento,parlamento,البرلمان
partial,teilweise,partiel,parcial,parcial,جزئي
partially,teilweise,partiel,parcialmente,parcialmente,جزئيا
passing,vorbei,passant,paso,passagem,عابرة
passive,passiv,passif,pasivo,passiva,سلبي
pastor,Pfarrer,pasteur,pastor,pastor,القس
patent,Patent,brevet,patentar,patente,براءة الإختراع
pathway,Weg,sentier,ruta,caminho,مسار
patrol,Patrouille,patrouille,patrulla,patrulha,دورية
patron,Schutzpatron,patron,patrón,patrono,كفيل
peak,Spitze,pic,cima,pico,قمة
peasant,bäuerlich,paysan,campesino,camponês,فلاح
peculiar,eigenartig,particulier,peculiar,peculiar,غَيْرُ مَأْلُوف
pension,Rente,pension,pensión,pensão,راتب تقاعد
persist,beharren,persister,persistir,persistir,ثابر
persistent,beharrlich,persistant,persistente,persistente,مثابر
personnel,Personal,personnel,personal,pessoal,شؤون الموظفين
petition,Petition,pétition,petición,petição,التماس
philosopher,Philosoph,philosophe,filósofo,filósofo,فيلسوف
philosophical,philosophisch,philosophique,filosófico,filosófico,فلسفي
pioneer,Pionier,pionnier,pionero,pioneiro,رائد
pipeline,Pipeline,pipeline,tubería,gasoduto,خط انابيب
pirate,Pirat,pirate,pirata,pirata,القرصان
pit,Grube,fosse,fosa,opor,حفرة
plea,Plädoyer,plaider,petición,declarar,نداء
plead,plädieren,plaider,alegar,pleitear,الترافع
pledge,versprechen,gage,promesa,compromisso,يتعهد
plug,stopfen,boucher,enchufar,plugue,قابس كهرباء
